episode,seed,steps,return,success,final_distance,min_distance
105,5147,50,-51.20433712005615,0,0.10202413889328635,0.10202413889328635
106,5148,9,-8.40890383720398,1,0.012611688791640688,0.012611688791640688
107,5149,5,-4.305619955062866,1,0.022707182024748737,0.022707182024748737
108,5150,8,-8.320911407470703,1,0.03582262334771724,0.03582262334771724
109,5151,5,-4.0,1,0.04807503989952467,0.04807503989952467
110,5152,5,-4.6673805713653564,1,0.04044544919362457,0.04044544919362457
111,5153,11,-11.058895111083984,1,0.01309097803748373,0.01309097803748373
112,5154,1,0.0,1,0.042227726038532316,0.042227726038532316
113,5155,13,-13.668251037597656,1,0.011453229584881456,0.011453229584881456
114,5156,7,-6.8195741176605225,1,0.03082808127273828,0.03082808127273828
115,5157,12,-13.13040542602539,1,0.04189806602709154,0.04189806602709154
116,5158,50,-50.97832751274109,0,0.08927624409220442,0.08878048399173395
117,5159,13,-14.88012957572937,1,0.002273480492529995,0.002273480492529995
118,5160,7,-6.0,1,0.016779284564051773,0.016779284564051773
119,5161,9,-8.0,1,0.0024424451932244374,0.0024424451932244374
120,5162,8,-7.998705625534058,1,0.03702282707443804,0.03702282707443804
121,5163,5,-4.697641730308533,1,0.038803865194334694,0.038803865194334694
122,5164,50,-52.011682629585266,0,0.11903856772849307,0.11903856772849307
123,5165,5,-4.0,1,0.031623855248316186,0.031623855248316186
124,5166,12,-12.761813044548035,1,0.006639212878832463,0.006639212878832463
125,5167,5,-4.244365334510803,1,0.03651606531747371,0.03651606531747371
126,5168,7,-7.360114336013794,1,0.04875935815575142,0.04875935815575142
127,5169,4,-3.0,1,0.04725719586681671,0.04725719586681671
128,5170,8,-7.0,1,0.03140810059925986,0.03140810059925986
129,5171,4,-3.0,1,0.03817507519916122,0.03817507519916122
130,5172,5,-4.036179423332214,1,0.045454311448130426,0.045454311448130426
131,5173,4,-3.0,1,0.04195272843558644,0.04195272843558644
132,5174,50,-51.02145171165466,0,0.06561136265150648,0.06561136265150648
133,5175,10,-9.0,1,0.04754482048341817,0.04754482048341817
134,5176,5,-4.0,1,0.018863726759727646,0.018863726759727646
135,5177,50,-51.22332465648651,0,0.07361994258492514,0.07361994258492514
136,5178,5,-4.115037441253662,1,0.04398943635997136,0.04398943635997136
137,5179,5,-4.0,1,0.03018808768315157,0.03018808768315157
138,5180,9,-10.235555410385132,1,0.02600812511511561,0.02600812511511561
139,5181,6,-6.150896191596985,1,0.04372770609602064,0.04372770609602064
140,5182,4,-3.0,1,0.037031773868721196,0.037031773868721196
141,5183,7,-6.0,1,0.048015748670745574,0.048015748670745574
142,5184,5,-4.0,1,0.04115535150949763,0.04115535150949763
143,5185,4,-3.0,1,0.03727834263060415,0.03727834263060415
144,5186,1,0.0,1,0.016688545205692518,0.016688545205692518
145,5187,6,-5.411861538887024,1,0.036772913784164515,0.036772913784164515
146,5188,5,-4.2737449407577515,1,0.0031053841518007197,0.0031053841518007197
147,5189,5,-4.7419655323028564,1,0.041097952097353,0.041097952097353
148,5190,6,-6.23317551612854,1,0.04143894597635633,0.04143894597635633
149,5191,32,-31.885449528694153,1,0.047773261118260114,0.047773261118260114
150,5192,5,-4.0,1,0.028268891045542918,0.028268891045542918
151,5193,8,-8.762780904769897,1,0.015340268831188235,0.015340268831188235
152,5194,1,0.0,1,0.03706665996293257,0.03706665996293257
153,5195,15,-14.0,1,0.04980251973104151,0.04980251973104151
154,5196,50,-51.47418701648712,0,0.05832996738749769,0.05832996738749769
155,5197,10,-10.65646517276764,1,0.01738124698082459,0.01738124698082459
156,5198,50,-57.238739371299744,0,0.16753711243133979,0.07595317673972708
157,5199,5,-4.578617095947266,1,0.008873898955521688,0.008873898955521688
158,5200,50,-51.26989722251892,0,0.0763998275430847,0.06629984112031762
159,5201,1,0.0,1,0.004947873442300075,0.004947873442300075
160,5202,50,-52.37581479549408,0,0.11536089796160034,0.11536089796160034
161,5203,9,-9.101945757865906,1,0.0029525257690209013,0.0029525257690209013
162,5204,7,-7.258897185325623,1,0.0415564340531525,0.0415564340531525
163,5205,7,-7.3927106857299805,1,0.03339730100001672,0.03339730100001672
164,5206,1,0.0,1,0.02093002759078235,0.02093002759078235
165,5207,9,-9.086572885513306,1,0.02516765862909711,0.02516765862909711
166,5208,50,-54.830363154411316,0,0.13701836648171226,0.12394410427048673
167,5209,5,-4.0,1,0.010891277735888372,0.010891277735888372
168,5210,6,-5.0,1,0.017845159320312203,0.017845159320312203
169,5211,5,-4.049722790718079,1,0.04973245303318666,0.04973245303318666
170,5212,5,-4.395531058311462,1,0.026131298014102827,0.026131298014102827
171,5213,13,-15.130888223648071,1,0.037186527970411054,0.037186527970411054
172,5214,4,-3.0,1,0.035945154528065876,0.035945154528065876
173,5215,5,-4.0,1,0.02613300852821517,0.02613300852821517
174,5216,50,-50.0,0,0.050666839528155566,0.050656777720643094
175,5217,50,-50.5805367231369,0,0.05348851175682035,0.05295615912667893
176,5218,11,-11.273207545280457,1,0.03165988907099615,0.03165988907099615
177,5219,7,-6.724980354309082,1,0.039666899412629325,0.039666899412629325
178,5220,9,-9.51721179485321,1,0.045150731682934236,0.045150731682934236
179,5221,8,-8.552469849586487,1,0.04143852037614076,0.04143852037614076
180,5222,5,-4.0,1,0.03541248610106499,0.03541248610106499
181,5223,11,-10.25779938697815,1,0.04249080746360575,0.04249080746360575
182,5224,50,-50.95935571193695,0,0.0804572545348245,0.07897932542913144
183,5225,5,-4.810687780380249,1,0.017543732998266125,0.017543732998266125
184,5226,5,-4.4174394607543945,1,0.031739610937774054,0.031739610937774054
185,5227,50,-53.03848433494568,0,0.06859731307672437,0.06859731307672437
186,5228,8,-8.856459617614746,1,0.03091374162552225,0.03091374162552225
187,5229,4,-3.0,1,0.03587409006086915,0.03587409006086915
188,5230,7,-6.0,1,0.044321571184171564,0.044321571184171564
189,5231,4,-3.0,1,0.03901009671192582,0.03901009671192582
190,5232,1,0.0,1,0.009674731357133355,0.009674731357133355
191,5233,9,-8.328857779502869,1,0.030496850007585258,0.030496850007585258
192,5234,5,-4.139254570007324,1,0.012399401217720535,0.012399401217720535
193,5235,4,-3.0,1,0.04445348129418516,0.04445348129418516
194,5236,5,-4.0,1,0.033520220706240014,0.033520220706240014
195,5237,8,-8.030589699745178,1,0.02449008158131668,0.02449008158131668
196,5238,7,-6.875111103057861,1,0.011415653651745253,0.011415653651745253
197,5239,6,-5.0,1,0.04690117116954584,0.04690117116954584
198,5240,6,-5.511093258857727,1,0.03860412666646786,0.03860412666646786
199,5241,50,-53.85756731033325,0,0.13860373117138777,0.13860373117138777
200,5242,9,-9.349803805351257,1,0.041469667083526035,0.041469667083526035
201,5243,5,-4.130422234535217,1,0.03728475332723133,0.03728475332723133
202,5244,50,-51.38819468021393,0,0.11371753452573108,0.08450099544554537
203,5245,5,-4.089545726776123,1,0.03054903718020718,0.03054903718020718
204,5246,1,0.0,1,0.029337556874853427,0.029337556874853427
205,5247,5,-4.0,1,0.028966292672253244,0.028966292672253244
206,5248,7,-7.7739198207855225,1,0.0270147412206171,0.0270147412206171
207,5249,50,-50.53353822231293,0,0.05149248304974151,0.05149248304974151
208,5250,4,-3.0,1,0.03456257742640469,0.03456257742640469
209,5251,9,-9.131248831748962,1,0.02903918370725135,0.02903918370725135
210,5252,6,-5.0,1,0.038272279900202495,0.038272279900202495
211,5253,6,-5.747836709022522,1,0.0352782401930852,0.0352782401930852
212,5254,11,-11.403421998023987,1,0.03143806918557119,0.03143806918557119
213,5255,9,-9.060275793075562,1,0.031004783939862425,0.031004783939862425
214,5256,13,-12.0,1,0.03152438205652954,0.03152438205652954
215,5257,5,-4.0,1,0.027012284740412274,0.027012284740412274
216,5258,5,-4.134800672531128,1,0.040471375222346645,0.040471375222346645
217,5259,5,-4.513994574546814,1,0.020331428835557958,0.020331428835557958
218,5260,5,-4.0,1,0.01691608586109321,0.01691608586109321
219,5261,5,-4.0,1,0.022102936121503252,0.022102936121503252
220,5262,7,-6.553823232650757,1,0.00347155905084841,0.00347155905084841
221,5263,12,-13.067568182945251,1,0.027533296647194824,0.027533296647194824
222,5264,5,-4.0,1,0.0201546149236564,0.0201546149236564
223,5265,7,-6.91948401927948,1,0.03656983625330301,0.03656983625330301
224,5266,1,0.0,1,0.014094324338211789,0.014094324338211789
225,5267,5,-4.560690522193909,1,0.025642107560548393,0.025642107560548393
226,5268,5,-4.787315130233765,1,0.049159508227137445,0.049159508227137445
227,5269,6,-5.0,1,0.04298592411363604,0.04298592411363604
228,5270,5,-4.123249292373657,1,0.036947078259603895,0.036947078259603895
229,5271,8,-8.516543865203857,1,0.045827253976662964,0.045827253976662964
230,5272,50,-50.63595652580261,0,0.05276823859060412,0.05276823859060412
231,5273,11,-12.890416502952576,1,0.026938111566369768,0.026938111566369768
232,5274,5,-4.0,1,0.033165519542055336,0.033165519542055336
233,5275,5,-4.863696932792664,1,0.04488433328311167,0.04488433328311167
234,5276,5,-4.7564122676849365,1,0.03356064613905147,0.03356064613905147
235,5277,5,-4.5433303117752075,1,0.017980883567626907,0.017980883567626907
236,5278,6,-5.0,1,0.017861706647934728,0.017861706647934728
237,5279,7,-6.624476790428162,1,0.03316037992480685,0.03316037992480685
238,5280,6,-5.488455533981323,1,0.04590569300489737,0.04590569300489737
239,5281,11,-10.0,1,0.043969937814187496,0.043969937814187496
240,5282,1,0.0,1,0.04428676058254176,0.04428676058254176
241,5283,50,-51.33038532733917,0,0.05764886109281067,0.0574902055013485
242,5284,5,-4.173324346542358,1,0.013582708859336686,0.013582708859336686
243,5285,4,-3.0,1,0.03461207604418569,0.03461207604418569
244,5286,5,-4.0,1,0.017620695347640474,0.017620695347640474
245,5287,5,-4.442439794540405,1,0.03979292532588713,0.03979292532588713
246,5288,11,-11.669674754142761,1,0.047381875474955815,0.047381875474955815
247,5289,1,0.0,1,0.012991169084525208,0.012991169084525208
248,5290,1,0.0,1,0.03535257568998008,0.03535257568998008
249,5291,8,-9.393113255500793,1,0.04086457161166486,0.04086457161166486
250,5292,50,-55.709396839141846,0,0.14989062813292134,0.05662665626179687
251,5293,8,-8.669889092445374,1,0.041508724886158976,0.041508724886158976
252,5294,9,-9.149683475494385,1,0.02973195571920345,0.02973195571920345
253,5295,1,0.0,1,0.00576662882094092,0.00576662882094092
254,5296,4,-3.0,1,0.037219041900198195,0.037219041900198195
255,5297,5,-4.475677490234375,1,0.033255568014790675,0.033255568014790675
256,5298,6,-5.0,1,0.042351959677689135,0.042351959677689135
257,5299,7,-6.781602144241333,1,0.0470983649483205,0.0470983649483205
258,5300,50,-51.545196890830994,0,0.05202806116726677,0.05202806116726677
259,5301,7,-6.450132727622986,1,0.04351713989416201,0.04351713989416201
260,5302,11,-12.529081344604492,1,0.022526711350963572,0.022526711350963572
261,5303,50,-50.509079933166504,0,0.06944468717551588,0.06944468717551588
262,5304,9,-8.283819675445557,1,0.015688904901773566,0.015688904901773566
263,5305,50,-51.68485772609711,0,0.09213037535474843,0.09213037535474843
264,5306,5,-4.0,1,0.0317765735150438,0.0317765735150438
265,5307,9,-8.0,1,0.02923744177964109,0.02923744177964109
266,5308,7,-6.601830959320068,1,0.005713099718960881,0.005713099718960881
267,5309,12,-13.61571753025055,1,0.025758872516730133,0.025758872516730133
268,5310,16,-18.37575113773346,1,0.04326725073956132,0.04326725073956132
269,5311,6,-5.0,1,0.016652277433354755,0.016652277433354755
270,5312,6,-5.419910192489624,1,0.03976675431884369,0.03976675431884369
271,5313,50,-52.1332631111145,0,0.08761218093093676,0.08332758589228713
272,5314,1,0.0,1,0.04415819518307277,0.04415819518307277
273,5315,6,-5.110817790031433,1,0.03480878926063457,0.03480878926063457
274,5316,12,-11.791221976280212,1,0.029462471767686592,0.029462471767686592
275,5317,5,-4.116599202156067,1,0.032711726687735164,0.032711726687735164
276,5318,50,-52.18082106113434,0,0.10758402382252324,0.09751930901116644
277,5319,8,-8.498277306556702,1,0.013950852654419582,0.013950852654419582
278,5320,5,-4.171535491943359,1,0.03955711431640884,0.03955711431640884
279,5321,5,-4.2995845079422,1,0.02580635298092662,0.02580635298092662
280,5322,9,-9.524148941040039,1,0.03472432509955194,0.03472432509955194
281,5323,5,-4.209456920623779,1,0.030188162416410577,0.030188162416410577
282,5324,50,-51.7964346408844,0,0.10854999710312041,0.10854999710312041
283,5325,11,-12.183757781982422,1,0.04037419114125332,0.04037419114125332
284,5326,12,-13.448333740234375,1,0.045563152748460164,0.045563152748460164
285,5327,5,-4.051846742630005,1,0.03292690177043165,0.03292690177043165
286,5328,16,-17.805256605148315,1,0.04244188389251478,0.04244188389251478
287,5329,50,-50.12083947658539,0,0.05263944899210611,0.052246448999458295
288,5330,6,-5.0,1,0.019509313838071383,0.019509313838071383
289,5331,4,-3.0,1,0.018948759971290963,0.018948759971290963
290,5332,5,-5.313560962677002,1,0.0494688068101206,0.0494688068101206
291,5333,1,0.0,1,0.03588714624714018,0.03588714624714018
292,5334,9,-8.707060933113098,1,0.02597096519927613,0.02597096519927613
293,5335,4,-3.0,1,0.04428673263188033,0.04428673263188033
294,5336,5,-4.029102325439453,1,0.04006367565790943,0.04006367565790943
295,5337,8,-7.876812934875488,1,0.04240684522949963,0.04240684522949963
296,5338,4,-3.0,1,0.04996740397046712,0.04996740397046712
297,5339,8,-8.405251383781433,1,0.01480165191396201,0.01480165191396201
298,5340,50,-50.55497169494629,0,0.06361210352590314,0.0630519034885655
299,5341,50,-52.490848898887634,0,0.12548309137659402,0.12533475434694
300,5342,11,-11.088255643844604,1,0.01767387974562186,0.01767387974562186
301,5343,6,-5.40532660484314,1,0.04596163511010055,0.04596163511010055
302,5344,14,-14.862359881401062,1,0.028402328842909157,0.028402328842909157
303,5345,5,-4.0,1,0.043584703220819865,0.043584703220819865
304,5346,4,-3.0,1,0.03420158199212201,0.03420158199212201
305,5347,1,0.0,1,0.028685409828559404,0.028685409828559404
306,5348,8,-8.014227867126465,1,0.028735098172795407,0.028735098172795407
307,5349,8,-7.5755109786987305,1,0.02083370931642939,0.02083370931642939
308,5350,1,0.0,1,0.042235809436090954,0.042235809436090954
309,5351,4,-3.0,1,0.049540437868486206,0.049540437868486206
310,5352,5,-4.489234209060669,1,0.01930223430597708,0.01930223430597708
311,5353,5,-4.081834554672241,1,0.024220027746471712,0.024220027746471712
312,5354,13,-12.91683804988861,1,0.021814745259235137,0.021814745259235137
313,5355,14,-16.165629506111145,1,0.02848465230240062,0.02848465230240062
314,5356,5,-4.0,1,0.013667036178082475,0.013667036178082475
315,5357,6,-5.0,1,0.03527177081096072,0.03527177081096072
316,5358,15,-15.222429275512695,1,0.028955863949087335,0.028955863949087335
317,5359,15,-15.198943972587585,1,0.04827634908276559,0.04827634908276559
318,5360,5,-4.0,1,0.017276745825408706,0.017276745825408706
319,5361,50,-51.34089946746826,0,0.08512181861853693,0.058203892683442005
320,5362,50,-50.87995719909668,0,0.08493792318920378,0.08492862461317371
321,5363,5,-4.215075612068176,1,0.030728072261086835,0.030728072261086835
322,5364,8,-7.3636356592178345,1,0.048918846275125896,0.048918846275125896
323,5365,5,-4.0,1,0.01740426686680828,0.01740426686680828
324,5366,7,-6.255847334861755,1,0.04548149805353241,0.04548149805353241
325,5367,10,-11.04902970790863,1,0.032207075802601556,0.032207075802601556
326,5368,50,-50.932244658470154,0,0.0659327322072233,0.0633015682084904
327,5369,5,-4.0,1,0.048495744651199414,0.048495744651199414
328,5370,7,-6.539775609970093,1,0.03740387437952386,0.03740387437952386
329,5371,6,-5.0,1,0.01805720596961086,0.01805720596961086
330,5372,50,-50.06794261932373,0,0.08492838118141117,0.08449144512860578
331,5373,16,-16.96760129928589,1,0.03982969923023762,0.03982969923023762
332,5374,5,-4.408153176307678,1,0.037658989901494966,0.037658989901494966
333,5375,8,-8.213725924491882,1,0.04980022575704457,0.04980022575704457
334,5376,5,-4.0,1,0.020725623727663952,0.020725623727663952
335,5377,1,0.0,1,0.048358090453334605,0.048358090453334605
336,5378,9,-8.035480618476868,1,0.019568025005748103,0.019568025005748103
337,5379,9,-9.452725172042847,1,0.04682020529420776,0.04682020529420776
338,5380,50,-51.28506135940552,0,0.06779073512075003,0.06775557669164228
339,5381,8,-7.556529879570007,1,0.04404937822928007,0.04404937822928007
340,5382,4,-3.0,1,0.011377197151642185,0.011377197151642185
341,5383,10,-10.405330538749695,1,0.005558463951512828,0.005558463951512828
342,5384,4,-3.0,1,0.04084501100579885,0.04084501100579885
343,5385,9,-9.363646149635315,1,0.0016974963756068635,0.0016974963756068635
344,5386,7,-7.9994179010391235,1,0.028375066662616764,0.028375066662616764
345,5387,5,-4.0,1,0.002792674721882002,0.002792674721882002
346,5388,5,-4.448488235473633,1,0.007506805672704467,0.007506805672704467
347,5389,4,-3.0,1,0.04777582496838787,0.04777582496838787
348,5390,9,-9.028288841247559,1,0.02406948334029683,0.02406948334029683
349,5391,50,-50.788125872612,0,0.08544332422974514,0.08491911768006515
350,5392,1,0.0,1,0.0487591416515973,0.0487591416515973
351,5393,5,-4.056666851043701,1,0.007268668269417738,0.007268668269417738
352,5394,5,-4.255164265632629,1,0.019425410431540675,0.019425410431540675
353,5395,11,-10.026308059692383,1,0.029810585032779786,0.029810585032779786
354,5396,1,0.0,1,0.04255228531839469,0.04255228531839469
355,5397,5,-4.171679615974426,1,0.04189802203050521,0.04189802203050521
356,5398,12,-12.459566116333008,1,0.02501957241010519,0.02501957241010519
357,5399,4,-3.0,1,0.04511063331785448,0.04511063331785448
358,5400,5,-4.632511377334595,1,0.01557146373958058,0.01557146373958058
359,5401,8,-8.39815104007721,1,0.038086551716509064,0.038086551716509064
360,5402,10,-9.810444831848145,1,0.04347296934579832,0.04347296934579832
361,5403,5,-4.457806468009949,1,0.04682491330439304,0.04682491330439304
362,5404,4,-3.0,1,0.03599907720341235,0.03599907720341235
363,5405,5,-4.670825719833374,1,0.04224730123886563,0.04224730123886563
364,5406,50,-52.05999577045441,0,0.11050581261552286,0.08252826957537603
365,5407,7,-6.760374307632446,1,0.03264939793900199,0.03264939793900199
366,5408,8,-8.122161746025085,1,0.04928717690898317,0.04928717690898317
367,5409,8,-8.030386328697205,1,0.022843260483430924,0.022843260483430924
368,5410,14,-15.956175923347473,1,0.049126082040093666,0.049126082040093666
369,5411,6,-5.0,1,0.025939689919835876,0.025939689919835876
370,5412,5,-4.0,1,0.042861817435273175,0.042861817435273175
371,5413,5,-4.0,1,0.02897343915408923,0.02897343915408923
372,5414,5,-4.0,1,0.03074019682789842,0.03074019682789842
373,5415,4,-3.0,1,0.024036478875463084,0.024036478875463084
374,5416,1,0.0,1,0.03648968834917142,0.03648968834917142
375,5417,5,-4.0,1,0.019151128377330434,0.019151128377330434
376,5418,7,-6.0,1,0.04764021255076668,0.04764021255076668
377,5419,5,-4.0,1,0.0179301358877816,0.0179301358877816
378,5420,50,-50.26904237270355,0,0.10068147798005922,0.05143455648837331
379,5421,5,-4.0,1,0.019074209218456508,0.019074209218456508
380,5422,5,-4.0,1,0.031287458860739546,0.031287458860739546
381,5423,7,-7.1987693309783936,1,0.0342368211709261,0.0342368211709261
382,5424,10,-10.554964542388916,1,0.04633373650374299,0.04633373650374299
383,5425,6,-5.798318028450012,1,0.03926094411830883,0.03926094411830883
384,5426,5,-4.0,1,0.03655143104099531,0.03655143104099531
385,5427,15,-16.151196360588074,1,0.034646153608479294,0.034646153608479294
386,5428,4,-3.0,1,0.0290721689347443,0.0290721689347443
387,5429,5,-4.0,1,0.0292939000202942,0.0292939000202942
388,5430,11,-11.955448031425476,1,0.049100907188413506,0.049100907188413506
389,5431,5,-4.0,1,0.004199066484715608,0.004199066484715608
390,5432,5,-4.0,1,0.0387824149923623,0.0387824149923623
391,5433,10,-10.579856753349304,1,0.025264791859899983,0.025264791859899983
392,5434,1,0.0,1,0.017815969864564372,0.017815969864564372
393,5435,10,-10.835246801376343,1,0.01540227209831377,0.01540227209831377
394,5436,1,0.0,1,0.02417963550828681,0.02417963550828681
395,5437,1,0.0,1,0.03183422413074189,0.03183422413074189
396,5438,9,-9.508411526679993,1,0.018812560497735602,0.018812560497735602
397,5439,11,-10.0,1,0.035287252611853365,0.035287252611853365
398,5440,11,-11.891991257667542,1,0.04867897346153913,0.04867897346153913
399,5441,5,-4.680696964263916,1,0.005586896042981966,0.005586896042981966
400,5442,6,-6.104639172554016,1,0.03259895183066618,0.03259895183066618
401,5443,1,0.0,1,0.01874641109439227,0.01874641109439227
402,5444,6,-5.186811208724976,1,0.01628123735611391,0.01628123735611391
403,5445,1,0.0,1,0.018947680652994292,0.018947680652994292
